,ArticleId,Text,Category
302,ML_other_1\PMC7019976,today hiv infection cannot be cured due to the presence of a reservoir of latently infected cells inducing a viral rebound upon treatment interruption  hence  the latent reservoir is considered as the major barrier for an hiv cure  so far  efforts to completely eradicate the reservoir via a shock and kill approach have proven difficult and unsuccessful  therefore  more research has been done recently on an alternative block and lock functional cure strategy  in contrast to the shock and kill strategy that aims to eradicate the entire reservoir  block and lock aims to permanently silence all proviruses  even after treatment interruption  hiv silencing can be achieved by targeting different factors of the transcription machinery  in this review  we first describe the underlying mechanisms of hiv transcription and silencing  next  we give an overview of the different block and lock strategies under investigation,False
303,ML_other_1\PMC7021280,nathan ford and co authors discuss global priorities in the provision of hiv prevention and treatment services,False
304,ML_other_1\PMC7022607,cytomegalovirus retinitis  cmvr  is a severe  vision threatening disease that primarily affects immunosuppressed patients  cmvr is the most common ocular opportunistic infection in human immunodeficiency virus  hiv  infected patients and is the leading cause of blindness in this group  however  the incidence of cmvr in hiv patients has dramatically decreased with antiretroviral therapy  other causes of immunosuppression  including organ transplantation  hematologic malignancies  and iatrogenic immunosuppression  can also lead to the development of cmvr  herein  we describe the pathogenesis of cmvr and compare clinical features  epidemiology  and risk factors in hiv and non hiv infected individuals with cmvr,False
305,ML_other_1\PMC7025420,hemophagocytic lymphohistiocytosis  hlh  is a rare  aggressive  and  if not treated  fatal disorder that is characterized by excessive immune system activation  this disorder can be precipitated by different triggers including malignancies  infections  and autoimmune disorders  diagnosis is made by fulfilling criteria that was last updated in 2004  and treatment frequently includes management of the underlying trigger but can also include chemotherapy  in this article  we report a case of hlh in a 27 year old male  who had been diagnosed with advanced untreated hiv  who presented to the hospital with fever and generalized fatigue with no obvious etiology  infectious workup revealed cytomegalovirus viremia  and the patient met hlh criteria with impressive hyperferritinemia of 15 432 ng ml  the patient was started on treatment for cytomegalovirus infection that led to resolution of hlh  our report highlights the importance of early detection of hlh in special populations  and that treating the presumptive trigger can lead to resolution of hlh,False
306,ML_other_1\PMC7026892,the relationship between human immunodeficiency virus  hiv  persistence and proportions of cd4,False
307,ML_other_1\PMC7033206,hiv prevalence varies throughout africa  but the contribution of migration remains unclear  using population based data from  22 000 persons  grabowski et al  show that hiv positive migrants selectively migrate to high prevalence areas and that out migrants from these areas geographically disperse,False
308,ML_other_1\PMC7035625,hiv 1 proviruses persist in the cd4,False
309,ML_other_1\PMC7039940,the proportion of new diagnoses of hiv infection in immigrants residing in italy raised from 11  in 1992 to 29 7  in 2018  to investigate the hiv clades circulating in this community a retrospective study was performed in 557 hiv infected immigrants living in 12 italian cities  immigrants originated from east europe and central asia  11 7    north africa and middle east  7 3    south and south east asia  7 2    latin america and the caribbean  14 4    and sub saharan africa  59 4    more than 87  of immigrants were on antiretroviral therapy  art   although 26 6  of them were viremic  a 22 0  of immigrants had hepatitis  hbv and or hcv  and or tuberculosis  hiv phylogenetic analysis on sequences from 192 immigrants showed the presence of clades b  23 4    g  16 1    c  10 4    a1  9 4    f1  5 2    d  1 6   and circulating recombinant forms  crfs   33 9    crf02_ag represented 72 3  of the total crfs  clusters between immigrants and italian natives were also present  drug resistance mutations to nrti  nnrti  and pi drug classes occurred in 29 1  of art treated and in 12 9  of art na ve individuals  these data highlight the need for tailored public health interventions in immigrants to avoid spreading in italy of hiv genetic forms and art resistant variants  as well as hiv co morbidities,False
310,ML_other_1\PMC7041937,despite reductions in mortality from the use of highly active antiretroviral therapy  haart   the presence of latent or transcriptionally silent proviruses prevents hiv cure eradication  we have previously reported that dna dependent protein kinase  dna pk  facilitates hiv transcription by interacting with the rna polymerase ii  rnap ii  complex recruited at hiv ltr  in this study  using different cell lines and peripheral blood mononuclear cells  pbmcs  of hiv infected patients  we found that dna pk stimulates hiv transcription at several stages  including initiation  pause release and elongation  we are reporting for the first time that dna pk increases phosphorylation of rnap ii c terminal domain  ctd  at serine 5  ser5  and serine 2  ser2  by directly catalyzing phosphorylation and by augmenting the recruitment of the positive transcription elongation factor  p tefb  at hiv ltr  our findings suggest that dna pk expedites the establishment of euchromatin structure at hiv ltr  dna pk inhibition knockdown leads to the severe impairment of hiv replication and reactivation of latent hiv provirus  dna pk promotes the recruitment of tripartite motif containing 28  trim28  at ltr and assists the release of paused rnap ii through trim28 phosphorylation  these results provide the mechanisms through which dna pk controls the hiv gene expression and  likely  can be extended to cellular gene expression  including during cell malignancy  where the role of dna pk has been well established,False
311,ML_other_1\PMC7044505,late diagnosis of hiv is associated with increased morbidity and mortality  infected individuals need to be identified early and started on antiretroviral therapy to increase their survival and to limit transmission to the community  historically speaking  late diagnosis has been a common occurrence in the united states  despite the majority of those patients having had a medical encounter in the year prior to their diagnosis  these visits represent missed opportunities for hiv testing and therefore delays in initiation of appropriate antiretroviral therapy  herpes zoster is a common infection that may indicate a weakened immune system  and as such should prompt consideration for hiv testing  even in patients who lack or deny classic risk factors such as  risky sexual behavior  or drug use  here  we present a case of severe herpes zoster in a middle aged woman with no other hiv risk factors  who was tested and found to be hiv positive  her cd4 count at diagnosis was  200 cells mcl  consistent with aids,False
312,ML_other_1\PMC7047323,the interaction between human immunodeficiency virus  hiv  and hematopoietic stem progenitor cells  hspcs  has been of great interest  however  it remains unclear whether hspcs can act as viral reservoirs  many studies have reported the presence of latently infected hspcs in the bone marrow of hiv infected patients  whereas many other investigators have reported negative results  hence  further evidence is required to elucidate this controversy  the other arm of hspc investigations of hiv infection involves dynamics analysis in the early and late stages of infection to understand the impact on the pathogenesis of acquired immunodeficiency syndrome  several recent studies have suggested reduced amounts and or functional impairment of multipotent  myeloid  and lymphoid progenitors in hiv infection that may contribute to hematological manifestations  including anemia  pancytopenia  and t cell depletion  in addition  ongoing and future studies on the senescence of hspcs are expected to further the understanding of hiv pathogenesis  this mini review summarizes reports describing the basic aspects of hematopoiesis in response to hiv infection and offers insights into the association of hiv infection exposure of the host hspcs and hematopoietic potential,False
313,ML_other_1\PMC7051042,amy griffin and co authors discuss unstable housing and the response to hiv aids in the united states,False
314,ML_other_1\PMC7052126,hiv tat protein is a critical protein that plays multiple roles in hiv pathogenesis  while its role as the transactivator of hiv transcription is well established  other non viral replication associated functions have been described in several hiv comorbidities even in the current antiretroviral therapy  art  era  hiv tat protein is produced and released into the extracellular space from cells with active hiv replication or from latently hiv infected cells into neighboring uninfected cells even in the absence of active hiv replication and viral production due to effective art  neighboring uninfected and hiv infected cells can take up the released tat resulting in the upregulation of inflammatory genes and activation of pathways that leads to cytotoxicity observed in several comorbidities such as hiv associated neurocognitive disorder  hand   hiv associated cardiovascular impairment  and accelerated aging  thus  understanding how tat modulates host and viral response is important in designing novel therapeutic approaches to target the chronic inflammatory effects of soluble viral proteins in hiv infection,False
315,ML_other_1\PMC7055878,most people living with hiv  plhiv  with reliable access to antiretroviral treatment  art  have a life expectancy similar to uninfected populations  despite this  hiv can negatively affect their social and psychological wellbeing  this study aimed to enhance understanding of the expectations plhiv hold for hiv cure research and the implications this has for hiv cure research trials  we interviewed 20 australian plhiv about their expectations for hiv cure research outcomes and the impact a potential cure for hiv may have on their everyday lives  data were analysed thematically  using both inductive and deductive approaches  the significance of a cure for hiv was expressed by participants as something that would offer relief from their sense of vigilance or uncertainty about their health into the future  a cure was also defined in social terms  as alleviation from worry about potential for onward hiv transmission  concerns for friends and family  and the negative impact of hiv related stigma  participants did not consider sustained medication free viral suppression  or remission  as a cure for hiv because this did not offer certainty in remaining virus free in a way that would alleviate these fears and concerns  a cure was seen as complete elimination of hiv from the body  there is an ethical need to consider the expectations of plhiv in design of  and recruitment for  hiv cure related research  the language used to describe hiv cure research should differentiate the long term aspiration of achieving complete elimination of hiv from the body and possible shorter term therapeutic advances  such as achieving medication free viral suppression,False
316,ML_other_1\PMC7056436,anemia is an increasingly recognized problem in sub saharan africa  to determine the magnitude  severity  and associated factors of anemia among hospitalized children aged 6 59 months  hiv infected and hiv exposed uninfected children  a child born to a known hiv infected mother  with a documented fever or history of fever within the prior 24 hours of hospital admission,False
317,ML_other_1\PMC7058503,medicare and medicaid insurance claims data for californians living with hiv are analyzed in order to determine   1 the prevalence of treatment for particular mental health diagnoses among people living with hiv  plwh  with medicare or medicaid insurance in 2010   2 the relationship between individual mental health conditions and total medical care expenditures   3 the impact of individual mental health diagnoses on the cost of treating non mental health conditions  and  4 the implications of the cost of mental health diagnoses for setting managed care capitation payments  we find that the prevalence of mental health conditions among plwh is high  23  among medicare and 28  among medicaid enrollees   plwh with mental health conditions have significantly higher treatment costs for both mental health and non mental health conditions  setting managed care capitations that account for these greater expenditures is necessary to preserve access to both mental health and physical health services for plwh and mental health conditions,False
318,ML_other_1\PMC7063221,bronchiectasis is characterized by permanent destruction of the airways that presents with productive cough  as well as bronchial wall thickening and luminal dilatation on computed tomographic  ct  scan of the chest  it is associated with high mortality  accumulating data suggests higher rates of bronchiectasis among the hiv positive population  this case series involves 14 patients with bronchiectasis and hiv followed at two major urban institutions from 1999 to 2018  demographics  clinical presentation  microbiology  radiographic imaging  and outcomes were collected and compiled  mean age was 42 years  range 12 77 years   36  had a cd4 count greater than 500 cells mm,False
319,ML_other_1\PMC7068381,human immunodeficiency virus  hiv  testing is confirmed as a preventive strategy for hiv control  however  the testing rate and risk behaviors of hiv negative men who have sex with men  msm  remain unclear  we aimed to examine factors associated with hiv testing and high risk behaviors among hiv negative msm  from july 2016 to june 2017  participants were recruited by snowball sampling from wechat groups  bars  and other venues  hiv testing was performed to exclude hiv positive msm  face to face questionnaires regarding hiv testing and high risk behaviors were conducted  988 msm were included  and 57 1  of participants underwent hiv testing in the past year  the proportion of high risk behaviors was 49 9   factors associated with hiv testing were bisexual orientation  substance use to adjust psychiatric disorders  and receiving acquired immune deficiency syndrome  aids  interventions  being married  bisexual orientation  and receiving aids interventions were risk factors for high risk sexual behaviors  while college or higher degree was a protective factor  we determined that hiv transmission factors are widespread  and the rate of hiv testing is relatively low  attention should be given to marital status  using substances to adjust psychiatric disorders  or bisexual hiv negative msm  and aids interventions should be strengthened to promote hiv testing and reduce high risk behaviors,False
320,ML_other_1\PMC7068738,in a setting of universal health care access  we compared diabetes control between caucasians and african americans  aa  living with hiv  this was a cross sectional analysis of data from a cohort study among military members living with hiv and diabetes  using adjusted logistic regression models  we compared proportions of caucasians and aa meeting the following diabetes treatment goals  hemoglobin a,False
321,ML_other_1\PMC7071919,hiv 1 capsid core disassembly  uncoating  must occur before integration of viral genomic dna into the host chromosomes  yet remarkably  the timing and cellular location of uncoating is unknown  previous studies have proposed that intact viral cores are too large to fit through nuclear pores and uncoating occurs in the cytoplasm in coordination with reverse transcription or at the nuclear envelope during nuclear import  the capsid protein  ca  content of the infectious viral cores is not well defined because methods for directly labeling and quantifying the ca in viral cores have been unavailable  in addition  it has been difficult to identify the infectious virions because only one of  50 virions in infected cells leads to productive infection  here  we developed methods to analyze hiv 1 uncoating by direct labeling of ca with gfp and to identify infectious virions by tracking viral cores in living infected cells through viral dna integration and proviral dna transcription  astonishingly  our results show that intact  or nearly intact  viral cores enter the nucleus through a mechanism involving interactions with host protein cleavage and polyadenylation specificity factor 6  cpsf6   complete reverse transcription in the nucleus before uncoating  and uncoat  1 5 h before integration near   1 5  m  their genomic integration sites  these results fundamentally change our current understanding of hiv 1 postentry replication events including mechanisms of nuclear import  uncoating  reverse transcription  integration  and evasion of innate immunity,False
322,ML_other_1\PMC7077198,in the post polio eradication era  increasing attention is given to non polio enteroviruses  most of the data about enteroviruses in sub saharan africa are related to acute flaccid paralysis surveillance and target the pediatric population  this study aimed to investigate the presence of enterovirus in plhiv  people living with hiv  and hiv negative individuals in ghana  stool samples from hiv positive individuals,False
323,ML_other_1\PMC7077244,human immunodeficiency virus  hiv  is a chronic infection that destroys the immune system in infected individuals  although antiretroviral therapy is effective at preventing infection of new cells  it is not curative  the inability to clear infection is due to the presence of a rare  but long lasting latent cellular reservoir  these cells harboring silent integrated proviral genomes have the potential to become activated at any moment  making therapy necessary for life  latently infected cells can also proliferate and expand the viral reservoir through several methods including homeostatic proliferation and differentiation  the chromosomal location of hiv proviruses within cells influences the survival and proliferative potential of host cells  proliferating  latently infected cells can harbor proviruses that are both replication competent and defective  replication competent proviral genomes contribute to viral rebound in an infected individual  the majority of available techniques can only assess the integration site or the proviral genome  but not both  preventing reliable evaluation of hiv reservoirs,False
324,ML_other_1\PMC7077267,human immunodeficiency virus  hiv  infected individuals treated with anti retroviral therapy often develop chronic non infectious lung disease  to determine the mechanism of hiv 1 associated lung disease we evaluated the dynamics of lung leukocytes in hiv 1 transgenic  tg  mice with integrated hiv 1 provirus  in hiv tg mice  lipopolysacharide  lps  induced significantly higher levels of neutrophil infiltration in the lungs compared to wild type  wt  mice  in wt mice  the initial neutrophil infiltration was followed by macrophage infiltration and fast resolution of leukocytes infiltration  in hiv tg mice  resolution of lung infiltration by both neutrophils and macrophages was significantly delayed  with macrophages accumulating in the lumen of lung capillaries resulting in a 45  higher rate of mortality  trans endothelial migration of hiv tg macrophages was significantly reduced in vitro and this reduction correlated with lower hiv 1 gene expression  hiv 1 transcription inhibitor  1e7 03  enhanced trans endothelial migration of hiv tg macrophages in vitro  decreased lung neutrophil infiltration in vivo  and increased lung macrophage levels in hiv tg mice  moreover  1e7 03 reduced levels of inflammatory il 6 cytokine  improved bleeding score and decreased lung injury  together this indicates that inhibitors of hiv 1 transcription can correct abnormal dynamics of leukocyte infiltration in hiv tg  pointing to the utility of transcription inhibition in the treatment of hiv 1 associated chronic lung disease,False
325,ML_other_1\PMC7077288,combination antiretroviral therapy  cart  controls but does not eradicate hiv infection  hiv persistence is the principal obstacle to curing infections  the proportion of defective proviruses increases during cart  but the dynamics of this process are not well understood  and a quantitative analysis of how the proviral landscape is reshaped after cart is initiated is critical to understanding how hiv persists  here  we studied longitudinal samples from hiv infected individuals undergoing long term cart using multiplexed droplet digital pcr  ddpcr  approaches to quantify the proportion of deleted proviruses in lymphocytes  in most individuals undergoing cart  hiv proviruses that contain,False
326,ML_other_1\PMC7080240,people living with hiv 1 experience an accelerated aging due to the persistent and chronic activation of the immune system  this phenomenon conduces to immune exhaustion and precipitate immunosenescence  in general  frailty is defined as a syndrome of physiological degeneration in the elderly  circulating na ve and memory t cells were studied by flow cytometry in non frail and frail hiv 1 infected groups  thymopoiesis  cell activation  senescence and cell proliferation were analyzed by cd31  hla dr cd38  cd28 cd57 and ki 67 expression  respectively  plasma levels of scd14 and mda were measured by elisa  frail infected individuals showed a reduced number of memory t cells  both cd4,False
327,ML_other_1\PMC7082013,this single institution cross sectional study aimed to grasp the prevalence and features of neurocognitive dysfunction in hiv infected hemophilia patients in japan  we conducted neuropsychological tests and medical examinations in 56 hiv infected hemophilia patients who received outpatient treatment at the aids clinical center  national center for global health and medicine  a total of 388 hiv infected non hemophilia patients who received outpatient treatment at the same institution were included as a control group  to investigate sites responsible for neurocognitive dysfunction in hiv infected hemophilia patients using brain fdg pet ct scans  the accumulation of fdg in each brain region was compared  approximately 50  of hiv infected hemophilia patients had neurocognitive dysfunction  the prevalence of asymptomatic neurocognitive impairment was high  34    neurocognitive dysfunction was associated with educational level in hiv infected hemophilia patients  in the symptomatic group  hemophilic arthropathy and history of cerebrovascular disorders were associated with neurocognitive dysfunction  left temporal lobe function was reduced in the symptomatic group,False
328,ML_other_1\PMC7082036,the continuing hiv pandemic calls for broad  multi sectoral responses that foster community control of local prevention and care services  with the goal of leveraging high quality treatment as a means of reducing hiv incidence  service system improvements require stakeholder input from across the care continuum to identify gaps and to inform strategic plans that improve hiv service integration and delivery  system dynamics modeling offers a participatory research approach through which stakeholders learn about system complexity and about ways to achieve sustainable system level improvements  via an intensive group model building process with a task force of community stakeholders with diverse roles and responsibilities for hiv service implementation  delivery and surveillance  we designed and validated a multi module system dynamics model of the hiv care continuum  in relation to local prevention and care service capacities  multiple sources of data were used to calibrate the model for a three county catchment area of central connecticut  we feature a core module of the model for the purpose of illustrating its utility in understanding the dynamics of treatment as prevention at the community level  we also describe the methods used to validate the model and support its underlying assumptions to improve confidence in its use by stakeholders for systems understanding and decision making  the model s generalizability and implications of using it for future community driven strategic planning and implementation efforts are discussed,False
329,ML_other_1\PMC7082366,prognosis among those who are hiv infected has improved but long term retention is challenging  health systems may benefit from routinely measuring patient satisfaction which is a potential driver of engagement in hiv care  but it is not often measured in africa  and zambia in particular  this study aims to internally validate a patient satisfaction tool  assess satisfaction among patients previously lost to follow up  ltfu  from hiv care in lusaka province and to measure association between patient satisfaction with their original clinic and re engagement in hiv care  a cross sectional assessment of satisfaction was conducted by tracing sampled patients drawn from public health facilities  our findings suggest that satisfaction tool  previously validated in usa  exhibits high internal consistency for measuring patient satisfaction in the zambian health system  patient satisfaction with healthcare providers is associated with re engagement in hiv care  future interventions on patient centred care are likely to optimize and support retention in care,False
330,ML_other_1\PMC7083841,to investigate the genetic diversity  spatiotemporal dynamics  and transmission networks of hiv 1 crf55_01b epidemic in china  a total of 209 partial,False
331,ML_other_1\PMC7090190,histoplasmosis is an endemic mycosis caused by,False
332,ML_other_1\PMC7093690,transitioning from pediatric to adult care is a complicated process for youth with chronic illnesses  this study elucidates the unique factors affecting transition preparedness and perception of adult hiv care among a cohort of young women with hiv  between 2013 and 2015  48 women with hiv  who had experience with pediatric hiv care  were enrolled in a large canadian cohort study  variables were self reported during peer administered surveys  only 60  reported feeling prepared for transition  having never had contact with child protection services,False
333,ML_other_1\PMC7095039,the widespread use of combination antiretroviral therapies  cart  has converted the prognosis of hiv infection from a rapidly progressive and ultimately fatal disease to a chronic condition with limited impact on life expectancy  yet  hiv infected patients remain at high risk for critical illness due to the occurrence of severe opportunistic infections in those with advanced immunosuppression  i e   inaugural admissions or limited access to cart   a pronounced susceptibility to bacterial sepsis and tuberculosis at every stage of hiv infection  and a rising prevalence of underlying comorbidities such as chronic obstructive pulmonary diseases  atherosclerosis or non aids defining neoplasms in cart treated patients aging with controlled viral replication  several patterns of intensive care have markedly evolved in this patient population over the late cart era  including a steady decline in aids related admissions  an opposite trend in admissions for exacerbated comorbidities  the emergence of additional drivers of immunosuppression  e g   anti neoplastic chemotherapy or solid organ transplantation   the management of cart in the acute phase of critical illness  and a dramatic progress in short term survival that mainly results from general advances in intensive care practices  besides  there is a lack of data regarding other features of icu and post icu care in these patients  especially on the impact of sociological factors on clinical presentation and prognosis  the optimal timing of cart introduction in aids related admissions  determinants of end of life decisions  long term survival  and functional outcomes  in this narrative review  we sought to depict the current evidence regarding the management of hiv infected patients admitted to the intensive care unit,False
334,ML_other_1\PMC7104683,human immunodeficiency virus  hiv  affects over 36 million people worldwide  antiretroviral therapy  art  is expanding and improving hiv viral suppression  resulting in increasing exposure to drugs and drug interactions  polypharmacy is a common complication as people are living longer on art  increasing the risk of drug toxicities  polypharmacy is related not only to art exposure and medication for opportunistic infections  but also to treatment of chronic lifestyle diseases  acute kidney injury  aki  is frequent in hiv and is commonly the result of sepsis  dehydration and drug toxicities  furthermore  hiv itself increases the risk of chronic kidney disease  ckd   drug treatment is often complicated in people living with hiv because of a greater incidence of aki and or ckd compared to the hiv negative population  impaired renal function affects drug interactions  drug toxicities and importantly drug dosing  requiring dose adjustment  this review discusses art and its nephrotoxic effects  including drug drug interactions  it aims to guide the clinician on dose adjustment in the setting of renal impairment and dialysis  for the commonly used drugs in patients with hiv,False
335,ML_other_1\PMC7120025,major depression is a prevalent psychiatric disorder among people living with hiv  pwh   major depression symptoms  including suicidal ideation  can hinder clinical care engagement and anti retroviral treatment adherence  research suggests that inquiry about major depression symptomatology and suicidal ideation should be standard practice when offering primary care services to pwh  however  studies examining depression and suicidal ideation inquiry are scarce  this study s aim was to describe medical students  clinical skills for dealing with major depression symptomatology and suicidal ideation among pwh in puerto rico  a total of 100 4,False
336,ML_other_1\PMC7122807,in a context of high rates of hiv prevalence  concerns over hormonal contraceptive use and the potential for increased risk of hiv acquisition have led to increased attention to counseling messages  particularly for users of the injectable  however  the consequence of adding additional hiv risk messages to family planning counseling sessions was not well understood  this evaluation assessed the effect of providing revised injectable and hiv risk counseling messages on contraceptive knowledge and behavior during a three month pilot intervention  the pilot intervention was conducted september november 2018 with all eligible family planning clients in ten healthcare facilities located in the iringa and njombe regions of tanzania  data collection for the evaluation occurred november december 2018 and included 471 client exit interviews  26 healthcare provider interviews  and the extraction of service statistics for 12 months prior to the intervention and three months of the intervention  univariate and bivariate analyses were used to assess quantitative interview data  thematic qualitative assessment was used to assess qualitative interview data from healthcare providers  interrupted time series analysis was used to assess changes in the trend of contraceptive uptake  results indicate that the counseling messages did not cause a decrease in the uptake of injectables  depo provera   97 percent of interviewed clients received depo provera at their visit  sixty percent reported an intention to use condoms for dual protection  the analysis of service statistics showed no statistical difference in the trend of depo provera uptake between the pre intervention and intervention periods  p   0 116   overall knowledge of counseling messages by clients was good  however only 64 8  of women correctly responded that women at risk of getting hiv can use any method of family planning  providers  knowledge of the messages was high  though it appears that not all messages were consistently provided during the counseling sessions  the findings from this evaluation provide evidence that complex hiv counseling messages can be implemented in family planning programs in tanzania  and potentially in other countries that are considering how to better integrate hiv risk messages into family planning counseling,False
337,ML_other_1\PMC7125248,in resource limited or point of care settings  rapid diagnostic tests  rdts   that aim to simultaneously detect hiv antibodies and p24 capsid  p24ca  antigen with high sensitivity  can pose important alternatives to screen for early infections  we evaluated the performance of the antibody and antigen components of the old and novel version of the determine  hiv 1 2 ag ab combo rdts in parallel to quantifications in a fourth generation antigen antibody immunoassay  4g eia   p24ca antigen immunoassay  p24ca eia   immunoblots  and nucleic acid quantification  we included plasma samples of acute  treatment na ve hiv 1 infections  fiebig stages i vi  subtypes a1  b  c  f  crf02_ag  crf02_ae  urf  or chronic hiv 1 and hiv 2 infections  the tests  antigen component was evaluated also for a panel of subtype b hiv 1 transmitted founder  t f  viruses  hiv 2 strains and hiv 2 primary isolates  furthermore  we assessed the analytical sensitivity of the rdts to detect p24ca using a highly purified hiv 1,False
338,ML_other_1\PMC7132588,the proposed impact of,False
339,ML_other_1\PMC7136017,this review describes the hcv care continuum for hiv hcv coinfected veterans treated in the atlanta va healthcare system between 2015 and 2018  one hundred twenty five coinfected veterans were evaluated for treatment  91  initiated hcv therapy  and 96  achieved sustained virologic response,False
340,ML_other_1\PMC7137310,significant advances in the treatment of hiv infection have been made in the last three decades  antiretroviral therapy  art  is now potent enough to prevent virus replication and stop disease progression  however  art alone does not cure the infection  primarily because hiv can persist in stable long term reservoir cells including latently infected cd4   t cells  a central goal of the hiv research field is to devise strategies to eliminate these reservoirs and thereby develop a cure for hiv  this requires robust in vivo model systems to facilitate both the further characterization of persistent hiv reservoirs and evaluation of methods for eliminating latent virus  humanized mice have proven to be versatile experimental models for studying many basic aspects of hiv biology  these models consist of immunodeficient mice transplanted with human cells or tissues  which allows development of a human immune system that supports robust infection with hiv  there are many potential applications for new generations of humanized mouse models in investigating hiv reservoirs and latency  but these models also involve caveats that are important to consider in experimental design and interpretation  this review briefly discusses some of the key strengths and limitations of humanized mouse models in hiv persistence studies,False
341,ML_other_1\PMC7141606,people with sickle cell disease  scd  are reported to have low rates of hiv infection  slower progression to aids and lower hiv associated mortality compared to the general population  mechanisms of potential resistance to hiv in scd are incompletely understood  we retrospectively reviewed the transfusion safety study to compare hiv status between people with scd and other congenital anemias who were routinely exposed to blood products during the high risk period before hiv screening implementation  non scd congenital anemia diagnosis was associated with a higher risk of hiv acquisition compared to scd  or 13 1 95 ci 1 6 108 9   in addition  we prospectively enrolled 30 scd cases and 30 non scd controls to investigate potential mechanisms of resistance to hiv in scd  ccr5 and ccr7 expression was lower and cd4 expression was higher on cd4,False
342,ML_other_1\PMC7143361,in the context of hiv related stigma and discrimination  people living with hiv  plhiv  might be vulnerable to a  syndemic  of co occurring psychosocial challenges that can affect sexual behavior  the present study examined how hiv related discrimination contributes to co occurring psychosocial syndemic problems and results in inconsistent condom use among plhiv in hong kong  two hundred and ninety one plhiv were recruited to complete a self report questionnaire  more than one quarter of the sample experienced two or more psychosocial syndemic problems  and 74 1  of the participants who had sex with steady partners reported inconsistent condom use over the past three months  the results indicated that hiv related discrimination was positively predictive of the number of psychosocial syndemic problems  hiv related discrimination and psychosocial syndemics were associated with increased odds of inconsistent condom use with steady partners  aor   5 40 and aor   3 09 respectively   findings from structural equation modeling showed that psychosocial syndemics mediated the effect of hiv related discrimination on condom use consistency with steady partners  plhiv in hong kong suffered from the syndemic effects of stigma  social isolation  and poor mental health  which rendered them vulnerable to condomless sex  in order to curb the rapidly increasing incidence of hiv  multi level strategies should be adopted to concurrently address the structural inequities and psychosocial syndemics faced by plhiv,False
343,ML_other_1\PMC7150751,while antiretroviral therapy increases the longevity of people living with hiv  plwh   about 30  of this population suffers from three or more concurrent comorbidities  whose mechanisms are not well understood  chronic activation and dysfunction of the immune system could be one potential cause of these comorbidities  we recently demonstrated reduced macrophage infiltration and delayed resolution of inflammation in the lungs of hiv transgenic mice  additionally  trans endothelial migration of hiv positive macrophages was reduced in vitro  here  we analyze macrophages  response to lps challenge in the kidney and peritoneum of hiv tg mice  in contrast to the lung infiltration  renal and peritoneal macrophage infiltrations were similar in wt and hiv tg mice  higher levels of hiv 1 gene expression were detected in lung macrophages compared to peritoneal macrophages  in peritoneal macrophages  hiv 1 gene expression was increased when they were cultured at 21  o,False
344,ML_other_1\PMC7150788,human immunodeficiency virus  hiv  infection constitutes a major health and social issue worldwide  hiv infects cells by fusing its envelope with the target cell plasma membrane  this process is mediated by the viral env glycoprotein and depends on the envelope lipid composition  fluorescent microscopy has been employed to investigate the envelope properties  and the processes of viral assembly and fusion  but the application of this technique to the study of hiv is still limited by a number of factors  such as the small size of hiv virions or the difficulty to label the envelope components  here  we review fluorescence imaging studies of the envelope lipids and proteins  focusing on labelling strategies and model systems,False
345,ML_other_1\PMC7150949,current therapies for human immunodeficiency virus type 1  hiv 1  do not completely eliminate viral reservoirs in cells  such as macrophages  the hiv 1 accessory protein viral protein r  vpr  promotes virus production in macrophages  and the maintenance of vpr is essential for hiv 1 replication in these reservoir cells  we identified two novel vpr binding proteins  i e   protein arginine,False
346,ML_other_1\PMC7151332,objective  human immunodeficiency virus  hiv  remains a major public health issue with young adults facing a disproportionately higher rate of the burden  our goal was to address the current literacy related to hiv  including biomedical prevention methods and barriers to care  such as cultural factors  from a sample of college students  methods  we conducted a convergent parallel mixed methods analysis where both qualitative and quantitative data were collected and analyzed separately  a thematic analysis was conducted to assess qualitative results  while descriptive statistics were conducted to assess quantitative survey results  results  hiv literacy was limited  with several participants reporting that they did not understand what hiv meant  while the majority knew the use of condoms  knowledge of other biomedical prevention methods was limited  as was the understanding the risk factors of hiv  with participants noting sharing a toilet seat and promiscuity as risk factors  self efficacy for hiv prevention was low among participants with many reporting that cultural barriers prevented discussion of risky behaviors and prevention methods in their families and social groups  conclusion  targeted  culturally sensitive  health education initiatives are needed to understand the high  low  or no risks of hiv as well as address stigmas related to hiv,False
347,ML_other_1\PMC7151723,bioisosteric replacement is a powerful tool for modulating the drug like properties  toxicity  and chemical space of experimental therapeutics  in this review  we focus on selected cases where bioisosteric replacement and scaffold hopping have been used in the development of new anti hiv 1 therapeutics  moreover  we cover field based  computational methodologies for bioisosteric replacement  using studies from our group as an example  it is our hope that this review will serve to highlight the utility and potential of bioisosteric replacement in the continuing search for new and improved anti hiv drugs,False
